Console,GameName,Review,Score
PC,Sea Dogs Review,Good,7
PS,Tiger Woods PGA Tour Golf Review,Mediocre,5
PS,Blade Review,Poor,4
PC,Virtual Pool 3 Review,Great,8
PS,102 Dalmatians Puppies To The Rescue Review,Mediocre,5
DC,102 Dalmatians Puppies To The Rescue Review,Fair,6
PC,MechWarrior 4: Vengeance Review,Great,8
PS,Ready 2 Rumble: Round 2 (PS) Review,Good,7
DC,Star Wars Demolition Review,Good,7
PS,Star Wars Demolition Review,Fair,6
N64,Star Wars: Episode I: Battle for Naboo Review,Good,7
PC,Championship Surfer Review,Mediocre,5
PS,Championship Surfer Review,Good,7
DC,Championship Surfer Review,Good,7
PS,Power Spike Pro Beach Volleyball Review,Poor,4
N64,Midway's Greatest Arcade Hits Volume I Review,Mediocre,5
PS2,NCAA GameBreaker 2001 Review,Mediocre,5
PC,F1 Championship Season 2000 Review,Great,8
PS2,F1 Championship Season 2000 Review,Good,7
PC,Starfleet Command Volume II: Empires at War Review,Good,7
DC,Chicken Run Review,Mediocre,5
PS,Chicken Run Review,Mediocre,5
PS,Army Men: Sarge's Heroes 2 Review,Bad,3
PS,Muppet Monster Adventure Review,Good,7
PS2,Wild Wild Racing Review,Fair,6
DC,MTV Sports: Skateboarding Featuring Andy Macdonald Review,Terrible,2
DC,Coaster Works Review,Mediocre,5
N64,Ms. Pac-Man Maze Madness Review,Fair,6
N64,Sin and Punishment Import Review,Good,7
N64,Spider-Man Review,Good,7
N64,WCW Backstage Assault Review,Mediocre,5
PC,Timeline Review,Poor,4
PS,Tomb Raider Chronicles Review,Good,7
PC,Tomb Raider: Chronicles Review,Fair,6
DC,Maximum Pool Review,Mediocre,5
GBC,Donkey Kong Country Review,Superb,9
PS2,Theme Park Roller Coaster Review,Great,8
PC,Gunman Chronicles Review,Mediocre,5
PC,Amazons & Aliens Review,Mediocre,5
PS2,Real Pool Review,Mediocre,5
PS,FIFA 2001 Review,Great,8
GBC,Cruis'n Exotica Review,Mediocre,5
PS,Torneko: The Last Hope Review,Fair,6
PS,Disney's Donald Duck: Goin' Quackers Review,Mediocre,5
GBC,Pok&#233;mon Puzzle Challenge Review,Great,8
PS,NCAA Final Four 2001 Review,Mediocre,5
PS2,NCAA Final Four 2001 Review,Poor,4
PC,B-17 Flying Fortress: The Mighty 8th Review,Good,7
PS,Gundam Battle Assault Review,Mediocre,5
PS2,Guitar Freaks 3rd Mix & DrumMania 2nd Mix Import Review,Superb,9
PC,Microsoft Casino Review,Mediocre,5
PS2,Bust A Move Dance Summit 2001 Import Review,Good,7
GBC,Dexter's Laboratory: Robot Rampage Review,Fair,6
GBC,Powerpuff Girls: Bad Mojo Jojo Review,Bad,3
PS,Razor Freestyle Scooter Review,Fair,6
PC,Motocross Mania Review,Good,7
GBC,X-Men: Mutant Wars Review,Poor,4
PC,Hoyle Casino Review,Good,7
PC,Hoyle Card Games Review,Good,7
PS,King of Fighters '99 Evolution Review,Fair,6
PC,Hoyle Word Games Review,Good,7
PC,Harley-Davidson: Wheels of Freedom Review,Mediocre,5
PS,Contender 2 Review,Fair,6
GBC,Road Champs BXS Stunt Biking Review,Fair,6
N64,Tom & Jerry: Fists of Furry Review,Fair,6
GBC,Airforce Delta Review,Poor,4
N64,Blues Brothers 2000 Review,Poor,4
N64,Hercules: The Legendary Journey Review,Fair,6
N64,Mega Man 64 Review,Mediocre,5
PS,Speedball 2100 Review,Good,7
N64,Polaris SnoCross Review,Bad,3
PS2,NBA Live 2001 Review,Great,8
PC,IHRA Drag Racing Review,Mediocre,5
PC,No Escape Review,Mediocre,5
PC,Kingdom Under Fire Review,Mediocre,5
DC,The Grinch Review,Fair,6
GBC,The Mummy Review,Good,7
PS,Gold & Glory: The Road to El Dorado Review,Bad,3
PS2,Knockout Kings 2001 Review,Poor,4
DC,Bang! Gunship Elite Review,Fair,6
DC,Dinosaur Review,Poor,4
PC,Age of Sail II Review,Good,7
PS,ESPN MLS GameNight Review,Good,7
PS,Mega Man X5 Review,Good,7
GBC,F1 Championship Season 2000 Review,Fair,6
PS,NASCAR Heat Review,Mediocre,5
GBC,NASCAR Heat Review,Fair,6
PC,Chicken Run Review,Mediocre,5
PS2,NHL FaceOff 2001 Review,Mediocre,5
DC,Xtreme Sports Review,Good,7
DC,Speed Devils Online Review,Good,7
PC,Airfix Dogfighter Review,Good,7
PS,Animorphs: Shattered Reality Review,Bad,3
PC,Rowan's Battle of Britain Review,Great,8
PC,Ground Control: Dark Conspiracy Review,Good,7
PS,The Dukes of Hazzard II: Daisy Dukes It Out Review,Mediocre,5
GBC,Looney Tunes Racing Review,Mediocre,5
PS,Bugs & Taz: Time Busters Review,Good,7
DC,Disney's Donald Duck Goin' Quackers Review,Mediocre,5
PS2,Disney's Donald Duck - Goin' Quackers Review,Fair,6
GBC,Metal Walker Review,Great,8
PS,Championship Motocross 2001 Featuring Ricky Carmichael Review,Good,7
DC,The Next Tetris: On-Line Edition Review,Poor,4
PC,Combat Command 2: Danger Forward! Review,Fair,6
GBC,Sgt. Rock: On the Frontline Review,Fair,6
PC,Thandor: The Invasion Review,Poor,4
PS2,ATV Offroad Fury Review,Fair,6
PC,Riddle of the Sphinx Review,Good,7
PS2,RC Revenge Pro Review,Mediocre,5
PS2,Aqua Aqua Review,Good,7
PC,Mayday Review,Terrible,2
GBC,Action Man: Search For Base X Review,Great,8
DC,Unreal Tournament Review,Superb,9
PS,Ford Racing Review,Poor,4
PS2,ESPN NBA 2Night Review,Good,7
PS2,Unison Review,Mediocre,5
PS,Vanishing Point Review,Good,7
PC,NBA Live 2001 Review,Great,8
PC,Star Trek Away Team Review,Mediocre,5
PS2,Tiger Woods PGA Tour 2001 Review,Mediocre,5
PC,Star Wars: Battle for Naboo Review,Fair,6
PS2,Army Men: Sarge's Heroes 2 Review,Mediocre,5
PS,Ducati World Racing Challenge Review,Good,7
PS2,Shadow of Destiny Review,Great,8
PC,The Moon Project Review,Great,8
PS2,NBA ShootOut 2001 Review,Fair,6
GBC,Project S-11 Review,Fair,6
PC,Colin McRae Rally 2.0 Review,Great,8
GBC,Scooby-Doo! Classic Creep Capers Review,Good,7
PS,Dance Dance Revolution Review,Great,8
DC,Iron Aces Review,Fair,6
GBC,Dragon's Lair Review,Good,7
PS,Toy Story Racer Review,Fair,6
GBC,Toy Story Racer Review,Fair,6
DC,Surf Rocket Racers Review,Poor,4
DC,NBA Hoopz Review,Fair,6
PS,NBA Hoopz Review,Fair,6
GBC,NBA Hoopz Review,Fair,6
PS2,NBA Hoopz Review,Mediocre,5
PC,Europa Universalis Review,Great,8
PS2,All Star Baseball 2002 Review,Great,8
PS,Triple Play Baseball Review,Great,8
PC,Triple Play Baseball Review,Mediocre,5
PS2,Triple Play Baseball Review,Great,8
PS,Metal Slug X Review,Great,8
PS,Army Men World War: Final Front Review,Fair,6
GBC,Disney's The Little Mermaid II Pinball Frenzy Review,Good,7
GBC,SpongeBob SquarePants: Legend of the Lost Spatula Review,Bad,3
GBC,Tom and Jerry: Mouse Hunt Review,Good,7
PC,Crime Cities Review,Mediocre,5
GBC,Indiana Jones and the Infernal Machine Review,Fair,6
PS,Rogue Spear Review,Fair,6
PC,The Sims: House Party Review,Great,8
N64,Aidyn Chronicles: The First Mage Review,Mediocre,5
PC,Evil Dead: Hail to the King Review,Bad,3
PS2,MDK2 Armageddon Review,Good,7
DC,Illbleed Review,Fair,6
DC,Record of Lodoss War Review,Fair,6
GBC,Mickey's Speedway USA Review,Superb,9
PC,Tribes 2 Review,Great,8
PS,The Simpsons Wrestling Review,Fair,6
GBC,"Roswell Conspiracies: Aliens, Myths & Legends Review",Fair,6
DC,Spider-Man Review,Good,7
PC,Kohan: Immortal Sovereigns Review,Great,8
PC,Cossacks: European Wars Review,Good,7
PS,MTV Sports: T.J. Lavin's Ultimate BMX Review,Terrible,2
GBC,Kirby Tilt 'n' Tumble Review,Great,8
PC,X-COM: Enforcer Review,Fair,6
PC,Fate of the Dragon Review,Good,7
PC,High Heat Major League Baseball 2002 Review,Good,7
PS2,High Heat Major League Baseball 2002 Review,Fair,6
GBA,Kuru Kuru Kururin Import Review,Good,7
PS2,The Adventures of Cookie & Cream Review,Great,8
PC,Evil Islands: Curse of the Lost Soul Review,Good,7
N64,Pok&#233;mon Stadium 2 Review,Good,7
GBC,Legend of the River King 2 Review,Good,7
GBC,Tech Deck Skateboarding Review,Good,7
PS2,Rumble Racing Review,Great,8
N64,Dr. Mario 64 Review,Good,7
PS2,Quake III Revolution Review,Good,7
PS,Strikers 1945 Review,Mediocre,5
PC,Game Room Review,Fair,6
PS,Smurf Racer Review,Poor,4
PS,KISS Pinball Review,Abysmal,1
GBC,Batman: Chaos in Gotham Review,Good,7
PS,Spec Ops: Ranger Elite Review,Poor,4
PS2,Crazy Taxi Review,Good,7
PS2,Dark Cloud Review,Great,8
GBA,Tony Hawk's Pro Skater 2 Review,Superb,9
PS2,Escape from Monkey Island Review,Great,8
PC,Echelon Review,Good,7
GBC,Mat Hoffman's Pro BMX Review,Good,7
GBA,Ready 2 Rumble Boxing Round 2 Review,Good,7
PS,Time Crisis: Project Titan Review,Fair,6
GBA,Namco Museum Review,Good,7
PS2,Cool Boarders 2001 Review,Good,7
PS2,Motor Mayhem: Vehicular Combat League Review,Good,7
PC,Steel Soldiers Review,Fair,6
PS2,Gauntlet Dark Legacy Review,Fair,6
PC,Emperor: Battle for Dune Review,Great,8
DC,Confidential Mission Review,Mediocre,5
DC,Worms World Party Review,Great,8
GBA,Pinobee: Wings of Adventure Review,Mediocre,5
PS2,Tokyo Xtreme Racer: Zero Review,Good,7
GBA,Iridion 3-D Review,Mediocre,5
PC,Hostile Waters: Antaeus Rising Review,Great,8
DC,Crazy Taxi 2 Review,Great,8
PS2,MTV Music Generator 2 Review,Good,7
PC,Fly! II Review,Fair,6
PC,World War II Online: Blitzkrieg Review,Mediocre,5
GBC,Commander Keen Review,Fair,6
GBA,Super Dodge Ball Review,Good,7
PS2,CART Fury Championship Racing Review,Mediocre,5
PS,MLB 2002 Review,Great,8
GBC,X-Men: Wolverine's Rage Review,Mediocre,5
GBC,Spider-Man 2: The Sinister Six Review,Fair,6
GBC,Shrek: Fairy Tale Freakdown Review,Poor,4
PS,Boxing Review,Mediocre,5
PS,Bowling Review,Terrible,2
PC,Alone in the Dark: The New Nightmare Review,Mediocre,5
GBC,Pok&#233;mon Crystal Review,Great,8
PC,Anarchy Online Review,Good,7
PC,Legends of Might and Magic Review,Mediocre,5
DC,Alien Front Online Review,Good,7
PC,Baldur's Gate II: Throne of Bhaal Review,Great,8
DC,Stupid Invaders Review,Fair,6
DC,Outtrigger Review,Good,7
PS2,MX 2002 Featuring Ricky Carmichael Review,Good,7
PS,WarJetz Review,Poor,4
PS2,WarJetz Review,Fair,6
DC,18 Wheeler American Pro Trucker Review,Fair,6
DC,Razor Freestyle Scooter Review,Fair,6
PC,The Corporate Machine Review,Great,8
PS2,Fur Fighters: Viggo's Revenge Review,Good,7
GBA,Top Gear GT Championship Review,Mediocre,5
GBA,Tweety & The Magic Gems Review,Bad,3
PS2,NASCAR Heat 2002 Review,Good,7
PC,Empire of the Ants Review,Mediocre,5
PS,Who Wants To Be A Millionaire Third Edition Review,Poor,4
PS2,Rune: Viking Warlord Review,Poor,4
GBA,Jurassic Park III: The DNA Factor Review,Bad,3
GBA,Pac-Man Collection Review,Great,8
PS2,Rugby 2002 Review,Fair,6
PC,Rules of the Game Review,Mediocre,5
PS2,NCAA Football 2002 Review,Great,8
GBC,Tomb Raider: Curse of the Sword Review,Good,7
PC,Eurofighter Typhoon Review,Fair,6
GBA,Hot Potato! Review,Good,7
PS,NFL GameDay 2002 Review,Great,8
NEO,The King of Fighters 2000 Review,Good,7
DC,Atari Anniversary Edition Review,Poor,4
PS,Digimon Digital Card Battle Review,Mediocre,5
PC,Front Office Football: The College Years Review,Great,8
PC,Monopoly Casino: Vegas Edition Review,Fair,6
DC,The Last Blade 2: Heart of the Samurai Review,Great,8
PS2,Dark Angel: Vampire Apocalypse Review,Bad,3
PC,Shogun: Total War Warlord Edition Review,Great,8
N64,Tony Hawk's Pro Skater 2 Review,Superb,9
PC,Dragonriders: Chronicles of Pern Review,Poor,4
PC,Conquest: Frontier Wars Review,Great,8
GBA,Mario Kart Super Circuit Review,Great,8
PC,RoboForge Review,Good,7
PS2,Test Drive Off-Road Wide Open Review,Good,7
PC,Far Gate Review,Fair,6
PC,Primal Prey Review,Bad,3
PS2,Armored Core 2: Another Age Review,Great,8
DC,World Series Baseball 2K2 Review,Good,7
PS2,Extreme-G 3 Review,Great,8
PC,Shattered Galaxy Review,Great,8
PS2,Dave Mirra Freestyle BMX 2 Review,Good,7
PS2,Madden NFL 2002 Review,Superb,9
PS,Madden NFL 2002 Review,Superb,9
PS,Saiyuki: Journey West Review,Great,8
GBC,WWF Betrayal Review,Poor,4
PS2,NFL Quarterback Club 2002 Review,Good,7
DC,NCAA College Football 2K2 Review,Great,8
PS2,Gallop Racer 2001 Review,Mediocre,5
PS2,Gadget Racers Review,Good,7
DC,Death Crimson OX Review,Poor,4
GBA,Tang Tang Review,Poor,4
DC,Sega Bass Fishing 2 Review,Great,8
PC,Baseball Mogul 2002 Review,Good,7
GBA,ESPN Final Round Golf 2002 Review,Fair,6
PC,Lightweight Ninja Review,Bad,3
PC,Akimbo: Kung-Fu Hero Review,Terrible,2
PC,MTV Total Request Live Trivia Review,Poor,4
PC,Road to India: Between Hell and Nirvana Review,Good,7
PC,Squad Battles: Vietnam Review,Good,7
DC,Alone in the Dark: The New Nightmare Review,Fair,6
PC,Pool of Radiance: Ruins of Myth Drannor Review,Fair,6
PC,Throne of Darkness Review,Good,7
DC,Mat Hoffman's Pro BMX Review,Good,7
PS2,Kessen II Review,Good,7
GBA,High Heat Baseball 2002 Review,Fair,6
PS2,F1 2001 Review,Great,8
PC,Real War Review,Bad,3
DC,Heavy Metal: Geomatrix Review,Bad,3
DC,Ooga Booga Review,Good,7
PS2,Monster Rancher 3 Review,Great,8
GBA,ESPN X Games Skateboarding Review,Fair,6
GBA,Spider-Man: Mysterio's Menace Review,Great,8
GBA,F-14 Tomcat Review,Good,7
PC,Open Kart Review,Fair,6
PS2,Yanya Caballista: City Skater Review,Poor,4
PC,Rails Across America Review,Good,7
PS2,Spy Hunter Review,Good,7
PS2,Batman: Vengeance Review,Good,7
PS2,Kinetica Review,Good,7
PS2,Time Crisis II Review,Good,7
PC,Sub Command Review,Great,8
PC,The Weakest Link Review,Poor,4
PS2,Silent Scope 2: Dark Silhouette Review,Mediocre,5
PS2,The Mummy Returns Review,Fair,6
PS2,BASS Strike Review,Mediocre,5
PS,One Piece Mansion Review,Good,7
DC,NFL 2K2 Review,Superb,9
PS2,NHL Hitz 2002 Review,Fair,6
PS2,NHL 2002 Review,Great,8
PC,Ultimate Ride Review,Good,7
PS2,Paris-Dakar Rally Review,Terrible,2
PS,Tales of Destiny II Review,Good,7
PS,Dance Dance Revolution Disney Mix Review,Fair,6
PC,Zax: The Alien Hunter Review,Good,7
GBA,NFL Blitz 2002 Review,Terrible,2
PC,Jack Orlando: A Cinematic Adventure Review,Fair,6
PC,The Sims: Hot Date Review,Great,8
PS2,Stunt GP Review,Mediocre,5
PC,Project Eden Review,Good,7
PS2,Project Eden Review,Good,7
PS2,James Bond in Agent Under Fire Review,Fair,6
PS2,Supercar Street Challenge Review,Mediocre,5
PC,Supercar Street Challenge Review,Bad,3
PC,Empire Earth Review,Good,7
PC,Dark Age of Camelot Review,Superb,9
PC,Ballistics Review,Fair,6
PS2,Ace Combat 04: Shattered Skies Review,Great,8
PC,Civilization III Review,Superb,9
XBOX,Tony Hawk's Pro Skater 2x Review,Good,7
GC,All-Star Baseball 2002 Review,Fair,6
PC,4X4 EVO 2 Review,Good,7
DC,Bomberman Online Review,Fair,6
XBOX,NFL Fever 2002 Review,Good,7
XBOX,Fuzion Frenzy Review,Fair,6
XBOX,Project Gotham Racing Review,Great,8
PC,Flight Simulator 2002 Review,Superb,9
PS2,Crash Bandicoot: The Wrath of Cortex Review,Fair,6
XBOX,NASCAR Heat 2002 Review,Good,7
GBA,Lady Sia Review,Great,8
PS2,Shaun Palmer's Pro Snowboarder Review,Good,7
PS,Tony Hawk's Pro Skater 3 Review,Superb,9
N64,Madden NFL 2002 Review,Superb,9
XBOX,Madden NFL 2002 Review,Great,8
GC,Madden NFL 2002 Review,Great,8
PS2,Dark Summit Review,Good,7
XBOX,Dark Summit Review,Good,7
PS2,Splashdown Review,Good,7
PS2,Smuggler's Run 2: Hostile Territory Review,Great,8
GC,Wave Race: Blue Storm Review,Great,8
GC,Luigi's Mansion Review,Good,7
PS,Syphon Filter 3 Review,Fair,6
PS2,MXRider Review,Good,7
GC,Super Monkey Ball Review,Great,8
DC,NBA 2K2 Review,Superb,9
XBOX,NHL Hitz 2002 Review,Good,7
PC,Silent Hunter II Review,Fair,6
PC,Mystery of the Druids Review,Poor,4
PS2,Top Gun: Combat Zones Review,Fair,6
PC,World War III: Black Gold Review,Great,8
XBOX,NASCAR Thunder 2002 Review,Great,8
PS2,NBA Live 2002 Review,Good,7
XBOX,NBA Live 2002 Review,Good,7
PC,Patrician II Review,Good,7
PS,Zoboomafoo: Leapin' Lemurs Review,Bad,3
PS2,Burnout Review,Great,8
PC,Schizm Review,Good,7
PS2,Giants: Citizen Kabuto Review,Great,8
PC,Soul Reaver 2 Review,Great,8
XBOX,Max Payne Review,Superb,9
GBA,Mat Hoffman's Pro BMX Review,Great,8
PS2,Namco Museum Review,Fair,6
PC,IL-2 Sturmovik Review,Superb,9
GBA,Super Bust-A-Move Review,Great,8
PC,Screamer 4x4 Review,Good,7
PC,AquaNox Review,Fair,6
XBOX,Test Drive Off-Road Wide Open Review,Fair,6
XBOX,F1 2001 Review,Great,8
PS2,Shadow Hearts Review,Good,7
PC,Battlecruiser Millennium Review,Fair,6
GC,SSX Tricky Review,Great,8
XBOX,SSX Tricky Review,Great,8
PC,Star Wars Galactic Battlegrounds Review,Great,8
GC,Extreme-G 3 Review,Great,8
XBOX,Azurik: Rise of Perathia Review,Mediocre,5
XBOX,Amped: Freestyle Snowboarding Review,Fair,6
PS2,Driven Review,Terrible,2
GBA,Driven Review,Good,7
PC,Frank Herbert's Dune Review,Bad,3
GC,Dave Mirra Freestyle BMX 2 Review,Fair,6
GBA,Dave Mirra Freestyle BMX 2 Review,Superb,9
PC,EverQuest: The Shadows of Luclin Review,Great,8
XBOX,Star Wars Starfighter: Special Edition Review,Good,7
XBOX,Mad Dash Racing Review,Good,7
GBA,BackTrack Review,Bad,3
PC,Etherlords Review,Great,8
PS2,Frequency Review,Great,8
PS2,Jeremy McGrath Supercross World Review,Terrible,2
GBA,Harry Potter and the Sorcerer's Stone Review,Mediocre,5
PS2,Dynasty Warriors 3 Review,Good,7
PS2,NFL 2K2 Review,Superb,9
PS2,Jade Cocoon 2 Review,Great,8
PC,Gorasul: Legacy of the Dragon Review,Fair,6
GBA,Spyro: Season of Ice Review,Good,7
GC,NHL Hitz 2002 Review,Good,7
XBOX,NHL 2002 Review,Great,8
XBOX,The Simpsons Road Rage Review,Fair,6
XBOX,Arctic Thunder Review,Poor,4
XBOX,Transworld Surf Review,Great,8
PS2,Wave Rally Review,Fair,6
PC,Comanche 4 Review,Good,7
PS2,NFL GameDay 2002 Review,Fair,6
PS,FIFA 2002 Review,Great,8
PC,Europa Universalis II Review,Great,8
PS2,ESPN NFL Primetime 2002 Review,Mediocre,5
PC,Kohan: Ahriman's Gift Review,Good,7
PS2,Sunny Garcia Surfing Review,Mediocre,5
GC,Disney's Tarzan Untamed Review,Fair,6
PC,Rally Trophy Review,Great,8
PC,Survivor Review,Terrible,2
PC,S.W.I.N.E. Review,Good,7
PC,Capitalism II Review,Great,8
PC,Secret Service: In Harm's Way Review,Fair,6
PC,Takeda Review,Mediocre,5
PC,Monster Truck Rumble Review,Bad,3
GBA,American Bass Challenge Review,Fair,6
GBA,Great Outdoor Games Bass 2002 Review,Fair,6
PS,Hoshigami: Ruining Blue Earth Review,Good,7
XBOX,Star Wars: Obi-Wan Review,Poor,4
PC,Disciples II: Dark Prophecy Review,Great,8
PC,Star Wars Starfighter Review,Fair,6
PC,Black & White: Creature Isle Review,Great,8
PS2,Star Trek: Voyager Elite Force Review,Fair,6
XBOX,MX 2002 Featuring Ricky Carmichael Review,Good,7
PC,Fighting Legends Review,Poor,4
PS2,Tsugunai: Atonement Review,Poor,4
XBOX,Nightcaster Review,Fair,6
PS2,Wizardry: Tale of the Forsaken Land Review,Great,8
GBA,Shaun Palmer's Pro Snowboarder Review,Good,7
XBOX,Wreckless: The Yakuza Missions Review,Fair,6
GBC,Mega Man Xtreme 2 Review,Good,7
GC,NBA Courtside 2002 Review,Good,7
XBOX,Bloodwake Review,Good,7
PC,Lineage: The Blood Pledge Review,Mediocre,5
GC,Cel Damage Review,Mediocre,5
GC,Quarterback Club 2002 Review,Mediocre,5
XBOX,NFL 2K2 Review,Superb,9
PS2,NBA 2K2 Review,Superb,9
GBA,Monster Rancher Advance Review,Great,8
PS2,AirBlade Review,Good,7
PS2,ESPN International Winter Sports 2002 Review,Mediocre,5
PS2,Rez Review,Good,7
PS2,Mobile Suit Gundam: Zeonic Front Review,Fair,6
GBA,Prehistorik Man Review,Fair,6
PS2,Dragon Rage Review,Poor,4
PS2,GoDai: Elemental Force Review,Bad,3
GC,Universal Studios Theme Park Adventure Review,Bad,3
GC,FIFA 2002 Review,Great,8
PS2,Jonny Moseley Mad Trix Review,Terrible,2
XBOX,ESPN NFL Prime Time 2002 Review,Poor,4
GBA,Tekken Advance Review,Great,8
GBA,Boxing Fever Review,Fair,6
PC,Master Rallye Review,Good,7
PS2,ESPN Winter X-Games Snowboarding 2002 Review,Fair,6
PC,Dig Dug: Deeper Review,Poor,4
PS,"Monsters, Inc. Scream Team Review",Mediocre,5
GBA,Phalanx Review,Good,7
GBA,Mech Platoon Review,Great,8
PC,Serious Sam: The Second Encounter Review,Superb,9
PC,Starships Unlimited: Divided Galaxies Review,Great,8
PC,La Grande Armee at Austerlitz Review,Good,7
GBA,Powerpuff Girls: Mojo Jojo-A-Go-Go Review,Fair,6
GBA,Mortal Kombat Advance Review,Terrible,2
XBOX,NBA Inside Drive 2002 Review,Fair,6
PC,Car Tycoon Review,Mediocre,5
PS,Gunfighter: The Legend of Jesse James Review,Poor,4
PC,Cabela's Off-Road Adventure 2 Review,Good,7
GBA,Planet Monsters Review,Mediocre,5
PS2,MotoGP 2 Review,Great,8
PC,Tropico: Paradise Island Review,Great,8
PS2,Pirates: The Legend of Black Kat Review,Good,7
XBOX,New Legends Review,Good,7
PC,Destroyer Command Review,Terrible,2
PS2,Maximo: Ghosts to Glory Review,Good,7
GC,18 Wheeler: American Pro Trucker Review,Poor,4
GC,NBA Street Review,Great,8
PS2,Gitaroo-Man Review,Great,8
XBOX,UFC: Tapout Review,Great,8
PS2,Forever Kingdom Review,Fair,6
XBOX,Circus Maximus Review,Fair,6
XBOX,Jet Set Radio Future Review,Great,8
GBA,Tony Hawk's Pro Skater 3 Review,Superb,9
GC,Dark Summit Review,Good,7
PS2,Star Wars Racer Revenge Review,Good,7
GC,Jeremy McGrath Supercross World Review,Terrible,2
XBOX,NBA 2K2 Review,Great,8
DC,NHL 2K2 Review,Great,8
XBOX,ESPN International Winter Sports 2002 Review,Poor,4
PC,Salt Lake 2002 Review,Fair,6
GBA,Super Mario World: Super Mario Advance 2 Review,Superb,9
PS2,Eve of Extinction Review,Fair,6
PS2,Fatal Frame Review,Good,7
PC,Mimesis Online Review,Bad,3
PC,Moto Racer 3 Review,Good,7
PS2,ESPN NBA 2Night 2002 Review,Mediocre,5
XBOX,ESPN Winter X-Games Snowboarding 2002 Review,Fair,6
PC,Tiger Woods PGA Tour 2002 Review,Great,8
PS2,Tiger Woods PGA Tour 2002 Review,Great,8
PS2,High Heat Baseball 2003 Review,Great,8
GBA,NBA Jam 2002 Review,Good,7
PS2,Pac-Man World 2 Review,Great,8
PC,Trainz Review,Great,8
PC,Druuna: Morbus Gravis Review,Terrible,2
PS2,World Tour Soccer 2002 Review,Great,8
PC,Mall Tycoon Review,Poor,4
GBA,Columns Crown Review,Fair,6
PC,NASCAR Racing 2002 Season Review,Great,8
PS2,Knockout Kings 2002 Review,Great,8
XBOX,Knockout Kings 2002 Review,Great,8
GBA,Puyo Pop Review,Great,8
PC,Shadow Force: Razor Unit Review,Poor,4
GBA,Tom Clancy's Rainbow Six: Rogue Spear Review,Good,7
PC,The Sims: Vacation review,Great,8
PC,Grandia II Review,Good,7
PS2,Sled Storm Review,Good,7
PC,Ultima Online: Lord Blackthorn's Revenge Review,Fair,6
GBA,Mike Tyson Boxing Review,Bad,3
PC,Star Trek Bridge Commander Review,Great,8
XBOX,Pirates: The Legend of Black Kat Review,Good,7
XBOX,Agent Under Fire Review,Fair,6
PC,Warrior Kings Review,Good,7
GBA,MotoGP Review,Good,7
PS2,Herdy Gerdy Review,Fair,6
PC,Global Operations Review,Great,8
PS2,Triple Play 2002 Review,Great,8
XBOX,Triple Play 2002 Review,Great,8
PS2,Virtua Fighter 4 Review,Superb,9
PS2,WTA Tour Tennis Review,Fair,6
PC,Heroes of Might and Magic IV Review,Great,8
PS2,Hot Shots Golf 3 Review,Good,7
XBOX,Blood Omen 2 Review (Xbox) Review,Good,7
XBOX,Crash Bandicoot: The Wrath of Cortex Review,Fair,6
GBA,Dark Arena Review,Fair,6
GC,Spy Hunter Review,Fair,6
PC,Tom Clancy's Ghost Recon: Desert Siege Review,Great,8
GC,Driven Review,Fair,6
PC,Tony Hawk's Pro Skater 3 Review,Superb,9
PC,Jedi Knight II: Jedi Outcast Review,Superb,9
PS2,Savage Skies Review,Mediocre,5
GC,NBA 2K2 Review,Great,8
PS2,Shadow Man 2econd Coming Review,Fair,6
GBA,Zone of the Enders: The Fist of Mars Review,Good,7
PC,Might and Magic IX Review,Fair,6
PC,Hitchcock: The Final Cut Review,Mediocre,5
GBA,High Heat Major League Baseball 2003 Review,Fair,6
XBOX,NFL Blitz 2002 Review,Great,8
GC,NFL Blitz 2002 Review,Great,8
PC,Warlords Battlecry II Review,Great,8
GC,Bloody Roar: Primal Fury Review,Good,7
GC,Home Run King Review,Good,7
PS2,Star Wars: Jedi Starfighter Review,Good,7
PS2,Army Men: RTS Review,Good,7
PS2,Smash Court Tennis Pro Tournament Review,Good,7
GBA,Motocross Maniacs Advance Review,Fair,6
GBA,Konami Collector's Series: Arcade Advanced Review,Great,8
PC,Dark Planet: Battle for Natrolis Review,Mediocre,5
GC,Sega Soccer Slam Review,Great,8
GC,All-Star Baseball 2003 Review,Great,8
XBOX,All-Star Baseball 2003 Review,Great,8
PC,SuperPower Review,Poor,4
PS2,Mr. Mosquito Review,Fair,6
PS2,Mad Maestro! Review,Fair,6
GBA,Baseball Advance Review,Great,8
PC,Real Pool 2 Review,Mediocre,5
PS2,World Rally Championship Review,Great,8
PC,Out of the Park Baseball 4 Review,Great,8
GBA,Wolfenstein 3D Review,Mediocre,5
GBA,The Three Stooges Review,Mediocre,5
PS2,The Operative: No One Lives Forever Review,Poor,4
GC,Donald Duck: Goin' Quackers Review,Fair,6
XBOX,Gauntlet Dark Legacy Review,Mediocre,5
PS2,King's Field: The Ancient City Review,Fair,6
PC,Factory Mogul Review,Fair,6
PS2,Tetris Worlds Review,Bad,3
PC,Die Hard: Nakatomi Plaza Review,Mediocre,5
PS2,TransWorld Surf Review,Good,7
GC,Spider-Man: The Movie Review,Good,7
PC,Spider-Man: The Movie PC Review,Good,7
GBA,Spider-Man: The Movie Review,Good,7
GC,Burnout Review,Good,7
XBOX,Burnout Review,Good,7
GBA,The Scorpion King: Sword of Osiris Review,Great,8
